song_name,genre,target_mood,uri
RightOnSchedule (Prod. by Stereoryze),Dark Trap,Calm,spotify:track:1cub9tYRn9cV7R0k0cVVj2
Rocks,Dark Trap,Calm,spotify:track:2BbvbuxwQaHYdZa1GoO1hq
Trash,Dark Trap,Energized,spotify:track:1D7fIgwQQXE0kzZA55Wplz
Soul Doubt,Dark Trap,Energized,spotify:track:0PCKaqffqRsFYxKy7uTLti
Ice Age,Dark Trap,Happy,spotify:track:594suifkodzqXMkJlkKRQd
TheArtOfCremation,Dark Trap,Calm,spotify:track:74XwAuzFZqdElnXeEEieDG
#1 Stunna,Dark Trap,Calm,spotify:track:4F55jw9ZucEkKlsbMukUrh
WhiteLinenSheets,Dark Trap,Calm,spotify:track:4s9Cu3e63bLxNtkNvI5yUQ
TheHandOfTheWitch,Dark Trap,Calm,spotify:track:6Zn4iM3JN40sbiCraKFwQQ
Knotty Head,Dark Trap,Happy,spotify:track:3DaXXVRXK7sWRNEugMe7s6
TimeshareCondominium,Dark Trap,Calm,spotify:track:4ujKMPQMUud5U8yLnETgSc
Champion of Death,Dark Trap,Energized,spotify:track:1d1CEnqzJk3f7nooWfdefu
Who That Be,Dark Trap,Calm,spotify:track:1XSvndyw6uqVW1ekRZsJUp
Hunnit Hunnit (feat. Fat Nick),Dark Trap,Energized,spotify:track:0Iqcnm7o01qzaOq5v7dXul
YouCanTellALotAboutAManByTheNeckOfHisShirt,Dark Trap,Calm,spotify:track:5ZHk5j0OW0vMXNPlde8Lkn
HeartagramAdios,Dark Trap,Energized,spotify:track:15bsIEljnbqnU9pwrb9Sq5
Lucky Me,Dark Trap,Energized,spotify:track:2e8krAXtCrcFDKfaCmeA6m
HeavyFog,Dark Trap,Calm,spotify:track:05MygKSHaD8klAolkaMUWz
Maple Syrup,Dark Trap,Energized,spotify:track:3HyJoLGmIwKnOgoV8sXHER
Ultimate $uicide,Dark Trap,Energized,spotify:track:4aRqS4w0qWT56NU75UeLYp
Calcium,Dark Trap,Energized,spotify:track:5P3LuUct3PGivJNnKaM8Nm
Sarcophagus III,Dark Trap,Energized,spotify:track:45RHvudyWzzLzT36ZjIvV6
GrandfathersRing,Dark Trap,Calm,spotify:track:5RqM37Y5sPpU6sGDbx5aI3
West End,Dark Trap,Energized,spotify:track:0VfQAQHFESqY3atyRsR35f
MineralWashed,Dark Trap,Calm,spotify:track:1qxswQJXZ6goOVzwuulorL
LayMeInTheRiver,Dark Trap,Calm,spotify:track:2O6vgS1Nwh9ZKOWFF9UipE
41,Dark Trap,Happy,spotify:track:5rFva7ZNcT61icb9dXavS1
Half Bae (feat. Pouya),Dark Trap,Energized,spotify:track:4bsGRRAze60B5LAcEle3Ec
Shoot the 3,Dark Trap,Energized,spotify:track:0kIAP74p31aDbkw43QKXa0
YourMusicSucksAndYouLookLikeADickhead,Dark Trap,Calm,spotify:track:1FkfL48yjwGQv1BJe4lgSY
Ghosttown,Dark Trap,Calm,spotify:track:2YvyKtXIEpQoLYtuUNp7Lg
Muddy Blunts,Dark Trap,Energized,spotify:track:0MsOQYWpwActqMERHaQ3Yg
AmericanBeauty,Dark Trap,Calm,spotify:track:3IVt8q9KkX2TSzcf6eErvP
Hoover,Dark Trap,Happy,spotify:track:2Xk50QBg06pdvGPbvzA4ON
WhereTheTreesMeetTheFreeway,Dark Trap,Calm,spotify:track:6zY0Soa6KG1nYZZI2xcfeD
Concept Nothing,Dark Trap,Calm,spotify:track:77TtEap7ay9c4Z5B9Lp3bv
PaleEarnhardt,Dark Trap,Calm,spotify:track:2Dlv9Ny5nEqwQvHQQDaITU
DeadBoy,Dark Trap,Energized,spotify:track:6nIKYXwTR8vXbZoyvTE1yQ
Money Longer,Dark Trap,Energized,spotify:track:0B8QzDH7YWih85V5SEMnyJ
Snow,Dark Trap,Energized,spotify:track:0UIZ9xPbo8eqzvNsN1qSSA
Ginseng Strip 2002,Dark Trap,Energized,spotify:track:79nEEoEPY2w8EXj9hjn5oc
Dead Batteries,Dark Trap,Energized,spotify:track:2rfswp5Qafssih52TfVeUl
BombsInTheLunchroom,Dark Trap,Calm,spotify:track:0wcUkxl66iPmTzHJy8dpCE
Into Dust,Dark Trap,Calm,spotify:track:4ZfseXX84WDBDLcCATDmHC
IfYouHadAZuneIHateYou,Dark Trap,Calm,spotify:track:3N93nz96IDBTocl8DI6Kr9
SeeMeAfterClass,Dark Trap,Calm,spotify:track:00G517WQ95QHIF4t2H1yWG
Virus,Dark Trap,Calm,spotify:track:05ONJirgfmdPyiJHGCtlCz
HauntedHouse,Dark Trap,Calm,spotify:track:48md80OCUuZqsaZAVjepI6
Leprosy,Dark Trap,Calm,spotify:track:6EsD4Nftf5bXirZz4qydi3
LinksysBroadbandRouter,Dark Trap,Calm,spotify:track:0ZOCmFKBFRQSFPgJtmPwlP
(BONUS) Coinstar (Prod. by Fleece),Dark Trap,Calm,spotify:track:2mgEQhQzbftDf4XoS6UWyO
Diamonds,Dark Trap,Calm,spotify:track:14TEjsiW5PdgWDa2uncjQB
Converting...,Dark Trap,Energized,spotify:track:5xgcL3b1oGUkmJyAetSFPO
Thunder Man,Dark Trap,Energized,spotify:track:5ltVX3zbQKKHShXRUw87Ue
Slenderman,Dark Trap,Energized,spotify:track:23V7VUfP0UFwx4BiXL2gwG
Dirt,Dark Trap,Energized,spotify:track:00RaykzZO1vFk3eSSxHYHV
1968,Dark Trap,Calm,spotify:track:343G7cL9WfjKOK0dy9hH4m
Sixteen,Dark Trap,Calm,spotify:track:7netz2CMT6QZErdqUxKZpK
Sixteen,Dark Trap,Calm,spotify:track:5GjTZj7Mlxvh23odgYnv1A
314 (feat. Night Lovell),Dark Trap,Calm,spotify:track:5jAeM4WKpqDX9wDJGa7IFq
OrderWhatYouWantIWillTakeThePepperonisOff,Dark Trap,Calm,spotify:track:2NutV059Gt3JKmmO7RkhAr
5 AM,Dark Trap,Calm,spotify:track:4maAjoNzM6nXiT40xCFfYS
Bitch I'm Lugubrious,Dark Trap,Happy,spotify:track:7w5v9fMqXKopwJPtmM0RQB
Prince Tulip,Dark Trap,Calm,spotify:track:56jPcT3UoRVC1jVJlVdeoU
KeepTellingYourselfThat (Prod. by Vegard Veslelia),Dark Trap,Calm,spotify:track:1HmIhVxIOttpBgM0ieb1tW
Tempo (Prod. by Eric Dingus),Dark Trap,Calm,spotify:track:69hsCLCGn9AEWThpvYNXm1
Exe,Dark Trap,Calm,spotify:track:0DMugUVQlwtNuoStTLzHSO
We Up,Dark Trap,Happy,spotify:track:5afbldbia7awpS6KE6ph85
NoShirt,Dark Trap,Calm,spotify:track:6czDrnHQaZwGGJKWhgcuEa
AutumnLeaves,Dark Trap,Calm,spotify:track:772tDJ8pfOoP71qke6VWnH
Throw Dem Gunz,Dark Trap,Energized,spotify:track:0p0YxDOLc80Xfi5aXoj6xx
Mud,Dark Trap,Happy,spotify:track:5nYKbQcBb9cVcgQIylfOXr
Threatz,Dark Trap,Energized,spotify:track:5RsQrC0vKE8aGt6rkspcng
Ugly,Dark Trap,Calm,spotify:track:32vB9E8TE54zObotzAd5Je
Sodium,Dark Trap,Calm,spotify:track:282k3FBavSZ9RJ65rm9CP4
Grayscale,Dark Trap,Energized,spotify:track:4W7cro6nvbkKKcjiBog8j1
30DayFreeTrial,Dark Trap,Calm,spotify:track:34jurk56kUWORP0zuSd2BR
ReturnOfThePimp,Dark Trap,Energized,spotify:track:2mYkt2ZqQ9lbFY6dDqoAv0
BrokenTrees,Dark Trap,Calm,spotify:track:45ZOwEJuKeHKlPjMxgNeTT
PaidProgramming,Dark Trap,Calm,spotify:track:76Iexrrg81ClRj93zaCYaj
Psycho Pass,Dark Trap,Energized,spotify:track:0tq8Iny8LagMBFlR3pArXd
DeathMetal,Dark Trap,Happy,spotify:track:36ChRgYYOV9z2WdaxRuBVi
TroubledYouth,Dark Trap,Calm,spotify:track:3WUv8MAZ7PWkcZAC6eeWss
RampartRange,Dark Trap,Energized,spotify:track:3IgjZRkRFAWflrCxRimOoL
5EasyPayments,Dark Trap,Calm,spotify:track:2mbDZ0Hs8CNJw9JKeAzj0j
TheWhiteWitch,Dark Trap,Calm,spotify:track:3CKsTcO2qgTd6LJEtbxhsO
JonathanTaylorThomas,Dark Trap,Energized,spotify:track:7IcZ3mc9dvJpeVpiQOtnfU
Nightmare,Dark Trap,Energized,spotify:track:3CdfleVcSZEXU7n2krd5mK
Pontiac Sunfire,Dark Trap,Calm,spotify:track:6wTglYspTf2Ji7yugxN2WQ
Cemetery Blunts,Dark Trap,Calm,spotify:track:0yOw6nJkFK1KPZLILWHQuv
DeadInDesignerClothes,Dark Trap,Calm,spotify:track:3i2GE43eD2KiN0B5bWNvo2
Moshpits,Dark Trap,Calm,spotify:track:21L1P9Dfw2Xm1b7VBkT1ER
MyFavoriteColorIsRain,Dark Trap,Calm,spotify:track:0Xig8jpdhF6O2Hx3dAEqEH
Cut,Dark Trap,Calm,spotify:track:5GxwCuVFulzmMOACGiDwZ7
Blue Suede,Dark Trap,Happy,spotify:track:6w6SW8zyEcyxwSR7Wya45a
LimitedEdition,Dark Trap,Calm,spotify:track:2xOcgZIkAmv2ixOW5nZrhW
Corpse,Dark Trap,Calm,spotify:track:3Ol4yG9aTH4gQzfOJoarHj
Klebold,Dark Trap,Energized,spotify:track:4vPNXIdTnKAMGz2G8noyJr
WhereTheSidewalkEnds,Dark Trap,Calm,spotify:track:5RVXCcIzl10qu0lVpfzMAk
281-330-8004,Dark Trap,Energized,spotify:track:4fJtHXfTJFH1X2YSeT01iG
SevereWeatherWarning,Dark Trap,Calm,spotify:track:4WypsEhYUrxokRdnC3nsCz
Wi-Fi,Dark Trap,Calm,spotify:track:4hZRonvV0HdYuRqmZKdEIt
BluntGutGarden,Dark Trap,Calm,spotify:track:51wKwY9skkG2vbSWGnVQSU
Twistin,Dark Trap,Energized,spotify:track:7E6GfNEX3RCq26vzS0PBly
2006,Dark Trap,Energized,spotify:track:6WhAJ7852HcEr7Wl4MAlD3
BobbyKennedy,Dark Trap,Energized,spotify:track:53zxjAbO2k1HJfQTIMmLNR
StoneColdStunner,Dark Trap,Calm,spotify:track:7L3OWdRskgIiTS6EKa9oa5
GraveyardGod,Dark Trap,Calm,spotify:track:0G76KGapGMjq1j7Treh3rV
BoyBand,Dark Trap,Calm,spotify:track:4PhU1EFWItkTxQ4XMXLyRp
Sanctuary,Dark Trap,Happy,spotify:track:2k5Wqy0vfugnflF8yI7Z70
StayTheNight,Dark Trap,Calm,spotify:track:5uBN8pBQTniqH10m6px2FV
BackstreetBoy,Dark Trap,Happy,spotify:track:5mLQIVmQqvbigIAGTRgZrM
BathHouseBlunts,Dark Trap,Calm,spotify:track:1GZEafT2xOGDUX2y6176m5
BamMargera,Dark Trap,Calm,spotify:track:2lCAn2v6KnNWUyiWpmlCas
98 DEGREES,Dark Trap,Energized,spotify:track:79zO4MdGXuA8Fq8assrKj1
BANANAS,Dark Trap,Energized,spotify:track:5AfLPXI7FaBYagoNg9ksnz
EVERYDAY,Dark Trap,Energized,spotify:track:4Lto4Kl1SvlrWFDvXaopqL
GETITRIGHTBACK,Dark Trap,Energized,spotify:track:7FWaWGF9fHqtkqyKwmpztc
IPHONE,Dark Trap,Energized,spotify:track:5tLIDmSDrxx3kjo0YSMBqg
KING TAP,Dark Trap,Energized,spotify:track:6AhYocu5TcwIUJ1JunxPeY
RUNNIN DA ROAD,Dark Trap,Energized,spotify:track:3ZLhZwDyIJfbiR1cXKD0oa
SHINE,Dark Trap,Energized,spotify:track:5zcaRXtdsx5aP9pEkjatF6
THIS + THAT,Dark Trap,Energized,spotify:track:0uhSrMl8tfS1APseIb97CW
TOP DWN!,Dark Trap,Energized,spotify:track:6l91DRRRrLKA0d89UMSTFH
WINDOW,Dark Trap,Calm,spotify:track:72WX9JYNAjGdm8gtTydpTJ
@ MEH,Dark Trap,Energized,spotify:track:5UusfWUMMLEXLMc1ViNZoe
Get Back,Dark Trap,Energized,spotify:track:3DWjFSDEQ9IWz1mj449fB7
Numb,Dark Trap,Calm,spotify:track:6vdy1IIAoIvnsCw2VtGs8p
Hot Pink Lighter,Dark Trap,Happy,spotify:track:7HM0V2sTGUvy0UMEGGxZWm
Eyes,Dark Trap,Happy,spotify:track:5VsALgrIYGQQHaNymNUiK5
Love Again,Dark Trap,Energized,spotify:track:3KwaaGurlFMn6H33W0thXk
Must Be Nice,Dark Trap,Energized,spotify:track:3WPWdrmLdEoTqjcd1Ingsy
Little Lamb,Dark Trap,Calm,spotify:track:4lHFiG2SLTzCBTB9NkgWc4
Silent Romantic,Dark Trap,Calm,spotify:track:3vBimmZF23lPapnZ1POS4z
Nick Cave In,Dark Trap,Energized,spotify:track:2d19utcLH19MqhxePYaJV7
Peroxide,Dark Trap,Calm,spotify:track:5r0nz4nalNOBQAPKchQKRY
Calcium,Dark Trap,Calm,spotify:track:0D6MyCMzbniMYWHYyCcv5N
Security!,Dark Trap,Calm,spotify:track:4XJlKNehaCUUeviadnz1Fg
Time,Dark Trap,Energized,spotify:track:3CaRo5FhGdAIjUhUM006ES
WYA?,Dark Trap,Energized,spotify:track:4rTEhcjp5QhPry584tRF9W
Backrub,Dark Trap,Energized,spotify:track:4mcKrfPA5CZytU0ZvFRI2f
BTW,Dark Trap,Energized,spotify:track:6ErIJGe1wr2Fk5NJZXj792
Chrome Heart Lens,Dark Trap,Energized,spotify:track:5sulJVV7oYxs7DGY3AGAsq
Jousting,Dark Trap,Calm,spotify:track:4mnEFevuqOcYnijU1FwfrQ
Yakisoba Noodles,Dark Trap,Energized,spotify:track:7klN9901D0PKqjhaxvurrE
Messy,Dark Trap,Energized,spotify:track:3wOgJQcaRJqF8g5e8vIQSr
Tarantula,Dark Trap,Energized,spotify:track:3UziaB5K4QIixD19gIvh1w
Futsal Shuffle 2020 - Bonus Track,Dark Trap,Energized,spotify:track:2fOlBMkWR7lXJfqp5VTbDG
Welcome To The Party,Dark Trap,Happy,spotify:track:0fIffclhgJC5h8AdMMVvkp
Mood Swings (feat. Lil Tjay & Summer Walker) - Remix,Dark Trap,Calm,spotify:track:5JYsU2yRoQ6utiLW7Owvjc
Aim For The Moon (feat. Quavo),Dark Trap,Calm,spotify:track:6O7fPYTsb2mY0PiFt2ymDB
44 BullDog,Dark Trap,Energized,spotify:track:7sjFIZ1g5QLJLGja3k592K
Gangstas,Dark Trap,Calm,spotify:track:1hg3RlqFZXJb5YgRoK9qmF
Creature (feat. Swae Lee),Dark Trap,Energized,spotify:track:3eV2WT9YhfzkxbufnBF8wK
The Woo (feat. 50 Cent & Roddy Ricch),Dark Trap,Happy,spotify:track:1H7KnK26kc1YyellpbINEn
Something Special,Dark Trap,Energized,spotify:track:5kkaSMcf4BFlhRRICCKZb6
Diana (feat. King Combs),Dark Trap,Energized,spotify:track:4Tc9PHEoeP17PQj3OOKXPu
Dior - Bonus,Dark Trap,Energized,spotify:track:6PnTgx9lyvLGIcPnroCvc2
Hotel Lobby,Dark Trap,Calm,spotify:track:5xKXcU8tpSYz7C7wrMMYec
Iced Out Audemars (feat. Dafi Woo),Dark Trap,Energized,spotify:track:7KUb9G3NNqbQ8NPb2ccU3s
She Feelin Nice (feat. Jamie Foxx),Dark Trap,Energized,spotify:track:3qzSfoByowr6tDfd08b0T0
Paranoia (feat. Gunna & Young Thug),Dark Trap,Happy,spotify:track:3QqJ44HiM84iyZS0G2IKIP
Who Am I to Blame?,Dark Trap,Energized,spotify:track:5j8WzS1Ep4wUxRbFX3mztq
Don't Love Me,Dark Trap,Energized,spotify:track:75J0NbLpWJMZCIXnTRK8zv
She Told Me to Kill Myself,Dark Trap,Energized,spotify:track:1LlwjIuSPHNk61m7X9L4DP
Headed To My Funeral,Dark Trap,Calm,spotify:track:56mVDCfO07WECebM78ZEl3
Nothing Is Wrong,Dark Trap,Calm,spotify:track:5BpYmQjMXqjJ9psD7tMTl3
Don't Dwell.,Dark Trap,Calm,spotify:track:1yCeiQKpXQgz1c2fGokdm3
Obsessions,Dark Trap,Energized,spotify:track:0jP2aQtS6pp0keleTqfUbS
"Too Little, Too Late",Dark Trap,Calm,spotify:track:09jbhyiTluzHgHeEdCEGGb
All the Things U Said (feat. Harukasuka),Dark Trap,Happy,spotify:track:6dk6qe3i7RsC1GXvfvJXpR
ULTIMA,Dark Trap,Calm,spotify:track:03B5oc8ziHxyelcRqw9AB6
WiFi,Dark Trap,Calm,spotify:track:0HIZdebT7gtC6LRfrPMJ6S
Downfall,Dark Trap,Happy,spotify:track:2BCVHiKqxNS49cJEGb1iDf
Delirium,Dark Trap,Happy,spotify:track:26TeVxgldEVJNM61rJP3mZ
Learn How to Use It,Dark Trap,Calm,spotify:track:5xigu0nuVYX3LYtmNnI8NH
Circles,Dark Trap,Happy,spotify:track:2ZXrhiscNFRMF0bgyTnt9o
Everlasting,Dark Trap,Calm,spotify:track:3c0dCdw4LqCCZwkn3rdsGR
Know Your Worth,Dark Trap,Happy,spotify:track:5fHtiIKhRSPF5AmQxs3Srh
Tombstones,Dark Trap,Happy,spotify:track:52KcNPT3XWuiSDcs6wPAPJ
ETERNAL w/ ANUBIS-XIII,Dark Trap,Happy,spotify:track:4ZNUhOSUr35sLRpSeZ8BDB
"nothing more, nothing less",Dark Trap,Happy,spotify:track:6dIJz2E5YwMOhAZXxdsoj9
Luminoscity,Dark Trap,Happy,spotify:track:7DleNI8zar5Ff3434lORXG
SHADOWS,Dark Trap,Calm,spotify:track:5ijNMBAf8vfPswvOKq6k6E
RED (NEGATIVE SIXTY),Dark Trap,Calm,spotify:track:13gpRkiAl5cc3S5lsajWHd
Abysmal,Dark Trap,Calm,spotify:track:6EeyszEXGuWraj124nTSWg
In the Dark,Dark Trap,Happy,spotify:track:0HVxqcv2nPsel6CWU0bXAf
Blossom,Dark Trap,Calm,spotify:track:0mmPgKarYMLNoMqMl6Y7q7
On the Way to Heaven,Dark Trap,Happy,spotify:track:2bMFSCPY5RLWi30xXFpzPq
Portent,Dark Trap,Happy,spotify:track:4Fh3B5KEkGsDQpBx5G8ZpZ
Nylon,Dark Trap,Calm,spotify:track:1UsHLvLnGBCYWJflJWIFbp
Eternally Yours,Dark Trap,Energized,spotify:track:3ju6S1v9i1s9hzOm7hMRQr
Subterfuge,Dark Trap,Calm,spotify:track:3V3EweEH3Tpq29nyzRey36
Luna,Dark Trap,Calm,spotify:track:5bZRKkPYoXGoE4iVwamv21
Awakening,Dark Trap,Happy,spotify:track:5rUSJdwvjQXRRzwwzXk4WI
ESTHESIA,Dark Trap,Calm,spotify:track:7FHvv9LUM8pDj5TxiAhx2B
Curaja,Dark Trap,Happy,spotify:track:1notOuLPJF0sveBSYrDWDc
Can't Sleep,Dark Trap,Calm,spotify:track:4nwfSpWqDJyNSU0ITr5pdv
Expansion,Dark Trap,Calm,spotify:track:6NCLQheJJDquZfIXMlhZn8
Darker Waters,Dark Trap,Energized,spotify:track:7L3Sf1a24SwikH2QTADkUB
Contact,Dark Trap,Calm,spotify:track:6LJajfVgTG4q9HrL6BHTWd
LOCATION,Dark Trap,Calm,spotify:track:5nB9up0A9vUM5p5gttp84M
Fear,Dark Trap,Happy,spotify:track:2ZgLM7JpaOsUBSQBlYIk28
Azure,Dark Trap,Calm,spotify:track:2IlzqlTambpyjThTOoP8LI
Lifestream,Dark Trap,Happy,spotify:track:4Ow784ahnFJQt86XNQiKbI
Asura,Dark Trap,Happy,spotify:track:1z9ayFhM26Ed5TvsEZqoCc
Tokyo Train,Dark Trap,Calm,spotify:track:18YjCNwwuuNZFLZHXQe31G
Closure,Dark Trap,Happy,spotify:track:3897IXhviNTU37LrpDYuB5
I Loved A Witch Once,Dark Trap,Happy,spotify:track:5jdNZzRtvusX81FZGUOJnB
Vectors,Dark Trap,Calm,spotify:track:2AQNApCHr0YYXG6GbXYh18
Dyne,Dark Trap,Happy,spotify:track:4UCxJssdyskC2vMvbcrheM
She Wanna,Dark Trap,Energized,spotify:track:2mTHqqlJvjlnStDDgLBKGx
Cold Sun,Dark Trap,Happy,spotify:track:4xCqHRvk04gOcjk7jvkLpn
SORCERER,Dark Trap,Happy,spotify:track:4SYzyNnrQHiFeNUqzLP79D
Night Shift,Dark Trap,Happy,spotify:track:6cpmW9dwU8qMyilNfaML2X
Sacred,Dark Trap,Happy,spotify:track:0gxq7KrqQGsOENQP2xXDoE
Luminous,Dark Trap,Happy,spotify:track:59zq3YDIrhCnMj1qCBIN3n
Yawn,Dark Trap,Happy,spotify:track:62w1ljSmjFr8gxsuNXU60B
Castle (feat. Madi Larson),Dark Trap,Happy,spotify:track:7wTPOhjjOt02hjVUOaOD11
November,Dark Trap,Happy,spotify:track:0zZcMvnkj6FBBWWXF3cwxv
Last Lights,Dark Trap,Calm,spotify:track:7uPLWfspfyCFlbusNqTO2i
Point of No Return,Dark Trap,Calm,spotify:track:73xcoy6WjMr7jbXGujPfUm
I'm Gonna Live Forever,Dark Trap,Calm,spotify:track:3C9jicppngZS91ZU1VvBsD
Delusion,Dark Trap,Happy,spotify:track:0AsZzptEHAVZ4H4vfd5pE7
Drugs,Dark Trap,Calm,spotify:track:72xIujC3tU6EVP1aUNyBnH
Fractals,Dark Trap,Happy,spotify:track:5Wjzqz7rRpCcSV3SKqTNLd
Pairplay,Dark Trap,Calm,spotify:track:3HDBBAxWigDNg2Hc4PsQeG
Misery,Dark Trap,Calm,spotify:track:3fqN2UWdZN2leddYqjqxPD
Ghost Lite,Dark Trap,Calm,spotify:track:55m8EdLatRDNIsR9qE1AhN
Phantom,Dark Trap,Calm,spotify:track:12tqEf5aN6b19U2zuT0mDs
I Didn't Need You,Dark Trap,Happy,spotify:track:2O2H90d4Nn1XE07e3L1Bqr
Indicate,Dark Trap,Happy,spotify:track:7D8FObvhT4xSWUDfq6tUIa
Control,Dark Trap,Happy,spotify:track:4uFOh9hHQVCWLAZ0Wtah78
Hexagram,Dark Trap,Energized,spotify:track:0WCCEcDQXZDlMFzseVjiX0
Children Of Gaia,Dark Trap,Happy,spotify:track:1HbFovNkmIkEtAWIjzMIHT
JADE FLUORESCENCE,Dark Trap,Happy,spotify:track:4I7oqDkRCa3MtOHuepQaV6
Lotus,Dark Trap,Happy,spotify:track:4qEv3o9fRYpUrb9VenkC1P
Try Me,Dark Trap,Calm,spotify:track:2FhGitc3KC7g8VBQDzKW6E
Twin Peaks,Dark Trap,Calm,spotify:track:5horekO4qwZGjmYQYZOsQh
Azimuth,Dark Trap,Happy,spotify:track:2S88ROKw2xsY0j1Uw2OxpS
Aqua Pura,Dark Trap,Happy,spotify:track:1q7XA1Zq97bWjk7gGQHsvA
Into Dust,Dark Trap,Calm,spotify:track:1qzrj409QxW7qUyeqgAdT6
Hearts,Dark Trap,Calm,spotify:track:4JJ99EfVMk7jRKW3xPMssA
Howls - Deadcrow Remix,Dark Trap,Happy,spotify:track:2fUFS9IJer52gnljL9B1P9
Cruzer,Dark Trap,Calm,spotify:track:6MdRuUEiEI7XABPKAKUMfi
Last Kiss,Dark Trap,Happy,spotify:track:52qF3PGgpgnZJnAoy5NYTR
Aurelie,Dark Trap,Happy,spotify:track:0Xnn9a0hT9ADHvAxMPpSmW
Dreamcatcher,Dark Trap,Happy,spotify:track:6QZrCg92L7L32tdyJ7P0AN
Soul,Dark Trap,Happy,spotify:track:6MiKZayMYSDnwqJAe1R0ah
Abyssus,Dark Trap,Calm,spotify:track:5EItmTRO8I43fU5HRhceAu
Worlds Away,Dark Trap,Happy,spotify:track:46yXha2XyFuqUsQY3f4xvs
Atlantis,Dark Trap,Happy,spotify:track:0tvsr8pIUKtq1QkVJ0DxM6
Dreamscape '95,Dark Trap,Calm,spotify:track:7nhBJvKNRqNtXHLNLBxcWU
IDK,Dark Trap,Energized,spotify:track:3uGp35Mul2nM7cMpnq8yQb
Emerald Halls,Dark Trap,Happy,spotify:track:7wokPgT5SPTGxit5mVevsB
Whatever I Am,Dark Trap,Happy,spotify:track:2o8292IJhCH5NWjwDCBsma
Forever 2001,Dark Trap,Happy,spotify:track:3EFksYRRQBS0KgOYvTDZXI
Bahamut,Dark Trap,Happy,spotify:track:0esgJOQYatceL7AOrl0uLq
Obsess,Dark Trap,Calm,spotify:track:7KRx4NLhrJ9SGA9gTKvJlL
Let Off,Dark Trap,Energized,spotify:track:600uPEYmDBWCzFf6fKz63H
Hell Of A Thing,Dark Trap,Calm,spotify:track:5uRqCobr91NI26lHg4uCOK
Lightspeed,Dark Trap,Calm,spotify:track:6WnA11LW03rESHAxKeXd6b
Cement,Dark Trap,Energized,spotify:track:57VM8YqkSLUbP3ovGQBW4g
I Could Not Lie,Dark Trap,Calm,spotify:track:2guOksuETKspSWM0UKVQpk
Thelema,Dark Trap,Calm,spotify:track:098PU9y0wA153H6UI36uMy
Reborn,Dark Trap,Calm,spotify:track:38YGZ0d5CRwQ9W41WSYtjA
Ultra,Dark Trap,Happy,spotify:track:2WFTUlmkTipeJ8dgVxlxkp
Obscurity,Dark Trap,Energized,spotify:track:2MDligwnm5V4sm3SUcamYt
Silver Dream,Dark Trap,Happy,spotify:track:5vUUUMVHHYZWKCGBhOmjL0
Never Know,Dark Trap,Happy,spotify:track:5IbLXSrvE9X8ICX7Eki3TR
Stranglers,Dark Trap,Happy,spotify:track:46BctT54eqnPbiBLNyfx2v
Secrets,Dark Trap,Happy,spotify:track:3pBdfBwExmBRQATkBCPY1n
Fumes,Dark Trap,Energized,spotify:track:62AQwcsHa0NRb11jsWVHrS
Morning,Dark Trap,Happy,spotify:track:0IFRH1p1xyWbhHHe23pOmJ
Weakness,Dark Trap,Happy,spotify:track:2o7B4RSrntLdywRvq7FItc
Love,Dark Trap,Happy,spotify:track:2J7f0wnNACVuT89M7yDnfk
Faith,Dark Trap,Happy,spotify:track:5nkL6C6Uw3LwXbAL073d4W
Mirror Fields,Dark Trap,Happy,spotify:track:0hIrXuyLobSyAztmtCrwlj
Tell Me,Dark Trap,Happy,spotify:track:6IPEz83Ac62TEYhdzaodWl
Melancholy,Dark Trap,Energized,spotify:track:0AczYR0dyqtKlmLl72OoIC
Lost,Dark Trap,Happy,spotify:track:55756PtWfxcTaSrNqR4KT3
Still Yours,Dark Trap,Happy,spotify:track:28Nx4B0HmR4BarzuRu1wgn
FADE,Dark Trap,Happy,spotify:track:7bhUywrgoZaEWXidXmx9bI
Pixel,Dark Trap,Happy,spotify:track:0CDQpqpDFkbpHLHReZ3uuR
Nightglide,Dark Trap,Calm,spotify:track:3P4RewkUI2M5KCEsdRwFOB
Aureolin,Dark Trap,Happy,spotify:track:6M8lvThFcokC6O4jbiVb57
Heal,Dark Trap,Calm,spotify:track:065w89dQkaW7UAyhEy8SZG
Smoke Club,Dark Trap,Calm,spotify:track:5D5uQ4UynFa7sUmet4F774
Ninth Gate,Dark Trap,Energized,spotify:track:79j1ss92fsiBYFkceAerXV
Moonshinx,Dark Trap,Calm,spotify:track:59DfeMKQitH6e1bhL3MCj1
Taurine,Dark Trap,Calm,spotify:track:75bfH2B3aSMK6Z2ISCKG6B
Awake,Dark Trap,Happy,spotify:track:6bpJGOXT9hjCD4qGNBwn9I
Enemy,Dark Trap,Happy,spotify:track:7AWLCbCZvzbC8iCHIN2zAM
Hypersquare,Dark Trap,Happy,spotify:track:5pDFJgkTXczsJIIDspl8hF
Not Alone,Dark Trap,Happy,spotify:track:6lfq7fufpeAhrxVvtq9Ijl
Still Wasted,Dark Trap,Happy,spotify:track:5zKo2EgnjR3JscivNKZyVe
Heptan - Enjoii Remix,Dark Trap,Happy,spotify:track:6iQTD4XFekvPzMBAPilIFu
Don't Like (Enjoii Flip) [feat. Niteboi],Dark Trap,Happy,spotify:track:1KiMbbFYuCBB4qyjAeXgzJ
Empty Skies,Dark Trap,Happy,spotify:track:3gTsUdwZ5wrfHvHfPtiMXJ
