song_name,genre,target_mood,uri
Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),Underground Rap,Energized,spotify:track:4gJUBncw0XCMTBHneTjqGx
Strings,Underground Rap,Energized,spotify:track:2VdWzhJDjWaELCEhwyO8Q4
BIG,Underground Rap,Energized,spotify:track:2qSpOQdHmHpOcVXzV9WU5w
Pop Out (feat. Lil Tjay),Underground Rap,Energized,spotify:track:5AjINjwKyRvQJhSe2zpPHi
When It Rains It Pours,Underground Rap,Happy,spotify:track:1cA2LExLTdhHLL0FmXoc57
Evolved (feat. Roddy Ricch),Underground Rap,Calm,spotify:track:0q2n4kmbSaQUPfECkNpkfD
Caroline (feat. Polo G),Underground Rap,Energized,spotify:track:35bvqTyiE0CDJTi1sG53N3
Hot Now,Underground Rap,Energized,spotify:track:4Q3HHwkLVwHrSVad0RUz3V
Hood Santa,Underground Rap,Energized,spotify:track:7Aoj4q17DoTKEi8y1YkOyv
Juveniles (feat. YBN Nahmir),Underground Rap,Calm,spotify:track:3zCbbePDsZQJ0iHkqGXSjG
Pull Up,Underground Rap,Energized,spotify:track:74kyqxZblMxVydM4Ysz0QI
No Cappin',Underground Rap,Calm,spotify:track:666ZbuH2IO5hyfMwoPwJ3L
Drugs Accompanied by Sex (feat. 6 Lack),Underground Rap,Energized,spotify:track:2mZpCm3McdrPB0tFk1r7IQ
Dirty,Underground Rap,Calm,spotify:track:03FPgtXfEeXdgKtV8yCtK8
RIP$AW.,Underground Rap,Happy,spotify:track:6LLlsB0enVXpY2UtIrQOZt
Purple Ranger - Sippin' Donatello With Captain Ginyu Y2K Remix,Underground Rap,Energized,spotify:track:2Xjna3sriJG9QgFwQjGc3f
Maxipads for Everyone,Underground Rap,Calm,spotify:track:39wqiOEjFN3HaXs19jf2Xb
StarterJacket,Underground Rap,Energized,spotify:track:7dot2sETToSkhul84WRQRe
90210,Underground Rap,Calm,spotify:track:1dIEfSdax1CHCYgyZ2x5N0
Good Fellas (feat. Pouya & Shakewell),Underground Rap,Energized,spotify:track:1KT71DxLFCSIeva1zgeSu9
Wulf Titan,Underground Rap,Calm,spotify:track:4hx6vfJduxV4QClnRp4uDM
Biking (Solo),Underground Rap,Calm,spotify:track:6gtNiLJNLBcV0P6Juenstp
Antioch Pac,Underground Rap,Energized,spotify:track:21FxEmtjhvz4Du8rbISF1c
10 Percent,Underground Rap,Energized,spotify:track:0zConl9iG4XA8palNdEPEY
Fuck A Hoe - Part II,Underground Rap,Energized,spotify:track:6mWteWfaPFaOCSvVrt42f9
Space Cadet (feat. Gunna),Underground Rap,Calm,spotify:track:1fewSx2d5KIZ04wsooEBOz
Wrist,Underground Rap,Energized,spotify:track:7qT7NUDywO7vNJNTNxqWiN
Notice Me,Underground Rap,Calm,spotify:track:3OnOomd79OjqSYHchCQ6ht
Hear Me Calling,Underground Rap,Energized,spotify:track:5UYK9MervBCROg8AHNeEIy
ReturnOfThePimp,Underground Rap,Energized,spotify:track:4bZ3fT8KfiCenVO9mHi7F8
Job Done,Underground Rap,Calm,spotify:track:0bLcyYNAPLh6oQTGnRxvSC
Chris Paul John Wall (feat. Jimmy Rocket & Leiffy Luciano),Underground Rap,Energized,spotify:track:7AyUTunRfriSxK45FV5afF
Too Much Money,Underground Rap,Calm,spotify:track:7qnH5LcIFzg4D6eBcckNvm
10 Feet,Underground Rap,Calm,spotify:track:4Z9cAwlkruSbWblPBthygg
Ghetto Symphony (feat. Gunplay & A$AP Ferg),Underground Rap,Happy,spotify:track:57pOLYHz6mt5aMkOXa2Gis
Have Mercy,Underground Rap,Energized,spotify:track:6fIMvZ2JA9kuQG8IuDgWMM
Stop It,Underground Rap,Calm,spotify:track:1faZXzEfhJoy9CG6QPDNZo
Guild (feat. Mac Miller),Underground Rap,Calm,spotify:track:7y6EHdn8KFJUD2F6zWNWhZ
Lamar Avenue,Underground Rap,Energized,spotify:track:1rfSj8uWQy2RNrvzBZdpDu
"Jason Statham, Pt. 2",Underground Rap,Energized,spotify:track:2FWWnWctwL4BYQJahkTKyb
Loyal,Underground Rap,Energized,spotify:track:7kqcudBGM74MXVoYMaoWkC
Oh Okay,Underground Rap,Energized,spotify:track:2JhC3dNAs9D6nEmhIjNXvZ
You Da One,Underground Rap,Happy,spotify:track:5A7jxAkJzQ8TB3CWM1DGoK
The Road To Hell Is Highway 59,Underground Rap,Energized,spotify:track:14PUN9O6VQ3J9dzFFv7VxM
Bet (feat. Skepta & Michael Phantom),Underground Rap,Energized,spotify:track:1TULEHv0wpIZYI7zqmhzEg
Oakland,Underground Rap,Calm,spotify:track:5KRMMmOcMRU8FNGkZqlspd
Black Bandana,Underground Rap,Happy,spotify:track:1bf4jgsquDvGsyhJlbgZF9
Free Gucci,Underground Rap,Energized,spotify:track:59tDaQ22k6j6Tl9OrVdApP
Oogabooga,Underground Rap,Energized,spotify:track:71at7DNXtysLxLkg7qV11G
Trash,Underground Rap,Energized,spotify:track:2l1zCz1bE5LoZUpF4P6wcn
Mantra,Underground Rap,Calm,spotify:track:7kF3pqmT3wAYq8m8HsGoOB
ANTI-SOCIABLE,Underground Rap,Energized,spotify:track:6VW3pkpQiHqc5FF1ukj9Vg
Piped Up,Underground Rap,Energized,spotify:track:7AzYw1R5bonXD7aEnIQZYm
P.T.S.D,Underground Rap,Happy,spotify:track:44AH8XwgrebHvQAZJbSrsV
All Girls Are The Same,Underground Rap,Calm,spotify:track:4VXIryQMWpIdGgYR4TrjT1
romance361,Underground Rap,Energized,spotify:track:33BCQDhwZyiudb8Mud33tb
Hot Shower,Underground Rap,Energized,spotify:track:00ko9WaS4jOX1kEk3gvHjf
Mac 10,Underground Rap,Energized,spotify:track:4e34Qq2lkp92egwgjacVcT
Floor Seats,Underground Rap,Energized,spotify:track:645O1frAHmClaFygFT9EZa
85 to Africa,Underground Rap,Energized,spotify:track:2TF0kVvksniUGEdwnBSw2v
He Got Game,Underground Rap,Energized,spotify:track:7aRGb3vZGMLNpK2PEdUjdA
Azucar,Underground Rap,Happy,spotify:track:1mAEQbdq0dZQWfujWG6rCd
This D.J.,Underground Rap,Energized,spotify:track:2ImuQo1g14CTR9hZAZD3aQ
All Facts (feat. Ty Dolla $ign),Underground Rap,Energized,spotify:track:0L6w0YHzEYfmO8Pp0ibcin
Underwater Malibu,Underground Rap,Energized,spotify:track:6Ejtof7rrcWvMMMhx9rEQX
So What? - Episode 01,Underground Rap,Energized,spotify:track:2JRo1DJhNhZWs1TzrPNOSZ
Shark Bite,Underground Rap,Energized,spotify:track:7pTmkFVKrQJb9qa2oCKktm
Death Note,Underground Rap,Energized,spotify:track:3XYcMmKk46l4WYMUSrfphS
WAM,Underground Rap,Energized,spotify:track:3tZmmHehdQv4dLyrDajMR0
To Kill A Mockingbird,Underground Rap,Energized,spotify:track:22ZdVsfyU6Oxo3iZv2plB5
Walk Down (feat. YG),Underground Rap,Energized,spotify:track:4MggpJSpLnVQe7GPuk0LxE
Vacant Heart (feat. Big4Keezy),Underground Rap,Calm,spotify:track:52XxS5bVvAr1AAtcvADPDi
Demons (feat. Fivio Foreign & Sosa Geek),Underground Rap,Energized,spotify:track:05aZ9sAU1YXndHv0FMi9iW
Long Live A$AP,Underground Rap,Calm,spotify:track:60Mq4EumvcSXznNugo9Op3
Inside,Underground Rap,Calm,spotify:track:6e1Vn7zlOKQ14SdOfAZlpS
WaitAMinuteGuys (feat. Jerry OLarry),Underground Rap,Calm,spotify:track:6ERTt4Hj6PZG5kA3a3KA5L
100 Bars & Gunnin',Underground Rap,Energized,spotify:track:7qUh13pqLUkJ1WylCPOmj0
Back Quick,Underground Rap,Calm,spotify:track:2Q3rfmlUy75AOaYyUdZ0zr
Golden Calf,Underground Rap,Energized,spotify:track:4fmvaMtBtNq4gYQLiavxVH
Change Clothes,Underground Rap,Energized,spotify:track:3yTSjO0wkP5PeFAOTohwsM
Nikes on My Feet,Underground Rap,Calm,spotify:track:4Hq1q82uvzNxUYmgBOxPco
MIDDLE CHILD,Underground Rap,Calm,spotify:track:2JvzF1RMd7lE3KmFlsyZD8
I Got 5 On It,Underground Rap,Energized,spotify:track:4IYKjN1DrYzxKXt0umJqsG
Faucet,Underground Rap,Calm,spotify:track:7KKW3MSfqCCai76gKSZEco
WHY?,Underground Rap,Calm,spotify:track:4qV3FpOX5NQbghsnmx3wKX
Innermission,Underground Rap,Calm,spotify:track:1zucHJN4WKHIzSL4FyiJw9
What's the Move (feat. Lil Uzi Vert),Underground Rap,Energized,spotify:track:3pTScODwk9tggZzmuH6xDY
Get Em Up,Underground Rap,Energized,spotify:track:4KwHLWYcVk0Raa5fzpa35p
"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",Underground Rap,Happy,spotify:track:0RyA3o15NOLJYtm9NlDu5c
Freestyle S**t,Underground Rap,Calm,spotify:track:2cHbaJXQcw14NzfplQoUWi
WHOLE WORLD (feat. Maxo),Underground Rap,Calm,spotify:track:6zW8vtUkHvo6PfpYhh3T53
PICK IT UP (feat. A$AP Rocky),Underground Rap,Energized,spotify:track:3ncgNpxLoBQ65ABk4djDyd
Pyro (leak 2019),Underground Rap,Energized,spotify:track:4hgS8ANdhHy2G7XtyVqLDw
Purity (feat. Frank Ocean),Underground Rap,Calm,spotify:track:2MF4HtZHBoUliOi9nOAbS0
O.K. - Bonus Track,Underground Rap,Energized,spotify:track:5Zxag6MRK1YCumP1XP3lZg
Outside,Underground Rap,Energized,spotify:track:3CpKIZS8E6snsrM9L7HFDw
Went to Sleep Like Dis *,Underground Rap,Energized,spotify:track:0M2dk2hEUtjBhH5fc9y9oA
Baby I'm Bleeding,Underground Rap,Energized,spotify:track:5pUudDDuJgIpgKIGk2zmxv
Good Luck,Underground Rap,Energized,spotify:track:01fpwxBrYVZ3WXLHlbkPwm
Kratos,Underground Rap,Energized,spotify:track:2M9YTMEuh7I00d5ULB1S6J
A Hundred Blades,Underground Rap,Energized,spotify:track:1Fo8FX3HVXB6aLtthY6i1e
AK-47,Underground Rap,Happy,spotify:track:78EefdTCNuKoiWCpZObKAQ
Mist,Underground Rap,Calm,spotify:track:623sezkHyvuE9Pz3JIiMgm
Bad Bitch,Underground Rap,Happy,spotify:track:6uy4Lje2QMpAtSbWVDkaBj
C4,Underground Rap,Happy,spotify:track:6wXQpjHPFl9U8F4Is1wMt5
PERCS | PERCZ,Underground Rap,Energized,spotify:track:6BqfaQVJSDsu9Yav2AGKbJ
Bladed Choppa,Underground Rap,Energized,spotify:track:7MbdiKZClwSDglZXRH8xik
Off da Leash,Underground Rap,Energized,spotify:track:3TRzPduAF821VCKvjiPIof
Facetime,Underground Rap,Energized,spotify:track:4sALlFomqOTe9DQu66cm4M
Cranium,Underground Rap,Energized,spotify:track:0zltCbKuXQlZi0DHEli83W
Haunted,Underground Rap,Energized,spotify:track:1CO19PWptyJcbcfO6bknTZ
Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER),Underground Rap,Energized,spotify:track:6cuB7tqSIF9lblpAbULfid
IDK,Underground Rap,Energized,spotify:track:1crx4pAM3V4KD6EV4ydFC4
Aint No Change In Me,Underground Rap,Calm,spotify:track:7lm9ojxwNKPPDTnacESs0B
Ooo La La,Underground Rap,Energized,spotify:track:0jfIQheXtPPOX0PSn2xxdH
Money & Colors,Underground Rap,Energized,spotify:track:0vwFdb5THDNnXRkRsXMOdx
Sag My Pants,Underground Rap,Energized,spotify:track:2fpzSINgTCbf4sS7LH39G5
Win,Underground Rap,Energized,spotify:track:1JBrLoAYGbdDjNuRqdyjA8
Electric Body (feat. ScHoolboy Q),Underground Rap,Calm,spotify:track:6br4Pc0BzU6dTD5fEmks2i
Too Eazy,Underground Rap,Energized,spotify:track:1l3QD6k0UIwNjj3TRBKKA7
Last Night in LA,Underground Rap,Energized,spotify:track:4OU4UiUpDhNp59D9r7cYzT
Newport Reds,Underground Rap,Energized,spotify:track:68jWkBLauG4oK3qrqxc6od
up n' stuck,Underground Rap,Energized,spotify:track:6q2fMwXyw69TtZJxrWu6Eh
Hallelujah,Underground Rap,Energized,spotify:track:0vYp25Ov62S3rLLXtUpRP0
Anthrax,Underground Rap,Calm,spotify:track:0VJKBgobjYRe7BTy3fFAg7
nineteen,Underground Rap,Happy,spotify:track:03XjE0nqkkQvktjlRXmsV6
Bitter,Underground Rap,Calm,spotify:track:1W4iTlAKVEbhw3nH71c6zO
275 $uicide,Underground Rap,Energized,spotify:track:7eOChF21KXiucU2eNeIlrZ
Love Letter,Underground Rap,Calm,spotify:track:3C1r5iBxnwErYfoImfeVpv
Hype Cypher,Underground Rap,Calm,spotify:track:52wb5WTaYlqVkDFL42WNkk
"Young, Rich & Black",Underground Rap,Energized,spotify:track:0UWcwPvb17DgzoAiS32Ldw
Play Runna,Underground Rap,Calm,spotify:track:5bQhoOH0gZwdofGBm7GvYY
40 Oz. & Sober,Underground Rap,Calm,spotify:track:1Odh1uSI9mRumsvNveeUU7
Abuse,Underground Rap,Energized,spotify:track:0oTUjZ4WrHkVS3x08SzZOi
"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",Underground Rap,Energized,spotify:track:7MDKvOzNgAJ3KMCtaP2UOa
Evisceration,Underground Rap,Happy,spotify:track:7aYEj9lEhIGawk2j8YaLfz
Fade Away,Underground Rap,Energized,spotify:track:4QRWA5UqYU1st9aO0UfxOj
Muddy,Underground Rap,Energized,spotify:track:1L69hXxa1EEgIG8HrTspsa
Moolah,Underground Rap,Energized,spotify:track:5htB2gxndGHrLb09x1Q3Vp
Major (feat. Key Glock),Underground Rap,Energized,spotify:track:4PhNipxELUmBZcOWgafzAx
Wool (feat. Vince Staples),Underground Rap,Calm,spotify:track:228nYWqXzsBS9Ha0SIpM7q
No Nintendo (feat. Compton a.V.),Underground Rap,Calm,spotify:track:78s6SE2zr1ahnrOGwoDPSL
"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",Underground Rap,Energized,spotify:track:0n22yqkitWec0PV6tibWEO
Ay3,Underground Rap,Energized,spotify:track:61M5HmwouImIew3RNbsPyz
New Money,Underground Rap,Calm,spotify:track:1iu9sRjHaZwhBsFx2etGJ9
B.O.B. - Bombs Over Baghdad,Underground Rap,Energized,spotify:track:3WibbMr6canxRJXhNtAvLU
1942 (feat. Yo Gotti & YBN Nahmir),Underground Rap,Energized,spotify:track:794QVQtFNy7hvtjQP1keQd
Red Mansion,Underground Rap,Calm,spotify:track:2YYfJYMkXOMtYB2Wm15qEf
Cali,Underground Rap,Calm,spotify:track:4cDYVX4qk2vowfvaB0UisU
Slater (feat. Frank Ocean),Underground Rap,Happy,spotify:track:5wTpnBRTx1HSGQVDZQ2VSh
White Aston,Underground Rap,Calm,spotify:track:0fdp72W6e8vSfLXDj4fiqE
El Chapo Jr,Underground Rap,Energized,spotify:track:2wY8ZIMBATERhRezsdfqDl
Peek A Boo,Underground Rap,Energized,spotify:track:1iTWoKAdilGEmit6xhQZje
Goldie,Underground Rap,Energized,spotify:track:4go2hxLM6ijk0K76ZY0Nhd
Now,Underground Rap,Energized,spotify:track:4iEWnkDewJ72copeODWuOw
Shootas (feat. Yacck),Underground Rap,Calm,spotify:track:4qwXiPnuiAl6aQIf5Oliyk
Backseat Freestyle,Underground Rap,Energized,spotify:track:1BR5vhAlaoUiijQ28p6jlN
I'm So Cold,Underground Rap,Energized,spotify:track:14SKtbiewYxcPmxTvgyOEG
420 Freestyle,Underground Rap,Energized,spotify:track:3gbN8NCqagIB9JO567Nw5C
GoHomeRoger,Underground Rap,Calm,spotify:track:1SKbA8gpmlUfvXbt6soaiA
Say Na (feat. J. Cole),Underground Rap,Energized,spotify:track:48t1aADyfDbDA3TzxqQHrN
It's A Vibe,Underground Rap,Energized,spotify:track:6H0AwSQ20mo62jGlPGB8S6
Survival Tactics (feat. Capital Steez),Underground Rap,Energized,spotify:track:3lFr31BkSc4MxBN0iKqzI9
PMW (All I Really Need) (feat. ScHoolboy Q),Underground Rap,Energized,spotify:track:3IvVQ1qmekCQ4LRwGCyIJA
Blackout,Underground Rap,Happy,spotify:track:5yT4S52Z1BcB5dL4E3cI1G
Dottin Up,Underground Rap,Energized,spotify:track:37nhe7U8RqqLFMG81eamxf
Black Magic,Underground Rap,Energized,spotify:track:2zoOegx6O10V1G72yUOTWP
Cloverfield,Underground Rap,Energized,spotify:track:33F5J0lpQmulHtQd9q0N1X
Loophole,Underground Rap,Energized,spotify:track:5Bbq8eUtEccfppZvuKKvkX
Fight Back,Underground Rap,Energized,spotify:track:63ZfxunsMgICOJ8dWmfdn3
Meet Whitney!,Underground Rap,Energized,spotify:track:2wipaU49bD6pd8Wf1Ny7WW
MEAN MUGG,Underground Rap,Calm,spotify:track:3iCJ5azWigATlsrnmHLrjh
What I Please (feat. Denzel Curry),Underground Rap,Energized,spotify:track:0eHFPf7gom9ztF7Jc6FP6C
A MESSAGE TO MY OPPS,Underground Rap,Energized,spotify:track:7cKV2HQRSAVGwF4xzcbfrg
OakGroveRoad,Underground Rap,Energized,spotify:track:5KWBmewPunk0bmbzRnS42E
Centurion (feat. Vince Staples),Underground Rap,Happy,spotify:track:6mrRJpEOqNEKygu4fesH1e
Christ Conscious,Underground Rap,Energized,spotify:track:0UWCHjvs8RAoti9HH0rhnx
r - Cali,Underground Rap,Energized,spotify:track:2oMOqX9k4k16odibNkYyrD
Hold Ya Head (feat. Bob Marley),Underground Rap,Energized,spotify:track:6V3HTEYWpkQYg4ivM9MxpL
N.Y. State of Mind,Underground Rap,Energized,spotify:track:5zwz05jkQVT68CjUpPwFZe
Jamba (feat. Hodgy),Underground Rap,Energized,spotify:track:3Z5pXxCb0O6L53vejFHhqQ
Red Dot Music,Underground Rap,Happy,spotify:track:5zA7KBy1cWxv4NTU1gL7MU
Money Trees Deuce,Underground Rap,Energized,spotify:track:2efXZKqjit32oAHSDHtW1v
HiiiPower,Underground Rap,Energized,spotify:track:4fVqQKbROkz8Z9FFJS7vls
Devastated,Underground Rap,Energized,spotify:track:08X9m3tpcthgrItjPVAmCu
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",Underground Rap,Happy,spotify:track:0HCVUpGn7trUlx9rOlxZIK
Barbwire Smile,Underground Rap,Calm,spotify:track:6NhoabChWRPxubbN5W9Js2
Best Friend,Underground Rap,Energized,spotify:track:33JcUj9qQDayKswunZP9ar
DontLookDown,Underground Rap,Calm,spotify:track:28TPimmryWOu7ORppq3ycY
Reaper Death Seal,Underground Rap,Happy,spotify:track:0UOes20jOrrryJHCCS6K3h
Lonely World,Underground Rap,Happy,spotify:track:5VJQr2EMdzXZFjvInyp4AC
Pedals to the Metal (Road Heart),Underground Rap,Energized,spotify:track:2PjQpv2oiIQ91zmdbL5mcD
Netflix & Chill (feat. Fenix Flexin),Underground Rap,Energized,spotify:track:5pgOjtwyKuzOVj8QAMKdJB
Lies (feat. Ty Dolla $ign & YG),Underground Rap,Energized,spotify:track:7gPHxxAq4YjK7GoLT3Vch3
All Falls Down,Underground Rap,Energized,spotify:track:2cYZpcIV39X48RnOFM7w2V
Bon Appétit (feat. Chetta),Underground Rap,Energized,spotify:track:2iZCOzGCxz7kr8cqmuDRu5
Z.I.P.,Underground Rap,Calm,spotify:track:7wt6myySf1IWAg4osDORzx
Samurai (feat. Xavier Wulf & Bones),Underground Rap,Energized,spotify:track:1BZc1kf526EAfLQd7R8Niz
Confess,Underground Rap,Happy,spotify:track:2nnl5nfbZwUYUmHK92cJwt
Billygoatfreestyle,Underground Rap,Energized,spotify:track:0W8dsTE4YDythWg7swIRQ8
Snake Bite Betty,Underground Rap,Energized,spotify:track:54CBerp3bKw50JikcQyifI
WhatWasThat,Underground Rap,Calm,spotify:track:02803el8p3mKqcJzJ3Agpp
Torture Chambers,Underground Rap,Calm,spotify:track:301jK4Bv0mhT4lDxaDQ3ui
Bloodshed,Underground Rap,Happy,spotify:track:4DgImhJ5lY30bQdY6zVsb4
GATES (FEAT. SYRINGE),Underground Rap,Happy,spotify:track:5XLAOY9JrkxrYkw8nyTAyb
Limp Wrist,Underground Rap,Energized,spotify:track:4wXmkcAjWiK8bJ5qUgVvcU
Different Cloth,Underground Rap,Calm,spotify:track:25g4xmade4tdm4CSEs72af
Hemingway,Underground Rap,Energized,spotify:track:4DFjGNksWJaVUpHdZgDlgS
Meet Me Where the River Turns Grey,Underground Rap,Calm,spotify:track:4TJBJgeTEy5cpGCXs9CmhH
More,Underground Rap,Calm,spotify:track:5tcU0XgFCVmabdrC4fOpmd
Scottie Pippen,Underground Rap,Energized,spotify:track:6eEspNTuW3M919RidWszeI
Powerpuff,Underground Rap,Calm,spotify:track:3LPlwIbTOlmgwJ5GTsFfxl
Ever Seen A Demon,Underground Rap,Energized,spotify:track:5QwPeHNe6neSBm2w3vRHGw
Take One,Underground Rap,Energized,spotify:track:6fI3tBVND8zUXZi9rr2Yps
I don’t let go,Underground Rap,Calm,spotify:track:4axYWgXASdsCBHuwInAubT
Parkstone Drive,Underground Rap,Energized,spotify:track:3hWScIEUaZGBKTnVYdNwrW
Different (feat. Yung Bans),Underground Rap,Calm,spotify:track:3thLnNvO9IctWoccbsZyJV
Let It Fly (feat. Travis Scott),Underground Rap,Energized,spotify:track:0CBQ0m3mufWH75LTYB3s6h
32 Bars,Underground Rap,Energized,spotify:track:5IQSHdJSKspuJWQC3rKHxN
Good Night,Underground Rap,Energized,spotify:track:6bcnokzOVQxpn0quzHj6vc
No Hook,Underground Rap,Energized,spotify:track:5ZnMYrwtSVBMHzL61L1q6v
Kid Soulja,Underground Rap,Happy,spotify:track:632oXLeztIO9X2J0z8RAYn
See Today,Underground Rap,Calm,spotify:track:2WfsAJqLEWBVKka0WCN7Zx
In My Feelings,Underground Rap,Happy,spotify:track:3XMfDA86PjlgSyNd7HIy4G
East Atlanta 6,Underground Rap,Energized,spotify:track:5eBoocC58lrikBAPnvy75G
One Dolla,Underground Rap,Energized,spotify:track:1KXs8AxtoOF2sUzSsbYC93
+*ARISE!*+,Underground Rap,Happy,spotify:track:3gwOLn8Oa3muW6kXiut7Mj
I Dunno,Underground Rap,Energized,spotify:track:6XW7xsdWQUXPCI1qDJ4kPi
1.5,Underground Rap,Energized,spotify:track:2rjbWlEDTx4tfajRaMs8Fw
Depressed,Underground Rap,Energized,spotify:track:3UGgPxkkxY1XTNVKMwNcZ6
Hot N*gga,Underground Rap,Energized,spotify:track:19gEmPjfqSZT0ulDRfjl0m
Family Don't Matter (feat. Millie Go Lightly),Underground Rap,Calm,spotify:track:445YTBOjx9kYThBepGA9au
Dark Freestyle,Underground Rap,Calm,spotify:track:2vO5SPN5rE603yCUfyRvYg
Underground Upbringings,Underground Rap,Energized,spotify:track:28BTLHIRdW6qEBTbnoYSjA
Run It Back (Freestyle),Underground Rap,Happy,spotify:track:7lAUHzk69OUCHc4qg8j0zB
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Underground Rap,Energized,spotify:track:3O7lxdQoe1aNWs93VSHsJg
These Days,Underground Rap,Energized,spotify:track:2FADnEODxDMEmNijWyMRwA
High (feat. Elton John),Underground Rap,Calm,spotify:track:7iMDaY1LnASwCk2uUpMtii
Capeesh,Underground Rap,Energized,spotify:track:0j4dBXVlkkR7KUNFCzOLLw
Uproar,Underground Rap,Energized,spotify:track:3wScL5W8H40zzCKN0atfBk
Since 98,Underground Rap,Calm,spotify:track:7pAfmHoZ97RYzFdulc0HoK
Barry Bonds,Underground Rap,Energized,spotify:track:2ipNhjgsoM930FqDFl0ShM
Can You Rap Like Me?,Underground Rap,Calm,spotify:track:622KAhEhrYExbpi3Dw5xsR
Red Rum,Underground Rap,Happy,spotify:track:18VAdabr99GyxGxqFvH7l8
I Can Drive,Underground Rap,Calm,spotify:track:5wyrQLBbmKdxY6yLNdienj
Thug Cry,Underground Rap,Energized,spotify:track:52wWPbtSowSLXqEpMmYes2
"It Ain't Easy, It Ain't Easy (feat. Nyck Caution, Kirk Knight, CJ Fly & AKTHESAVIOR)",Underground Rap,Energized,spotify:track:4krhkcFf3OqxHSS1QUIsmc
2 Of Americaz Most Wanted,Underground Rap,Energized,spotify:track:7jm06GAZ9vHkIttXiS8ZYV
Homage,Underground Rap,Calm,spotify:track:7pegxVesMmE2qK0o58xoFG
Too Many (feat. Wiz Khalifa & Denzel Curry),Underground Rap,Energized,spotify:track:6AvsW8hTIaRdjHZV4fTvrv
No LOL'z,Underground Rap,Calm,spotify:track:36Xj8yamczFFMau3t1pHWa
Better BE,Underground Rap,Energized,spotify:track:6Ku9hzYO9Qxpgz5QvkW573
Let Her Go - Original,Underground Rap,Calm,spotify:track:6mFGxcE08eADmfiXz0v3nR
Good Life,Underground Rap,Happy,spotify:track:14blxrgE0VWAgv5aF2wWmx
Avatar,Underground Rap,Energized,spotify:track:4S8ytvmSnLufoh75ETA8qO
Why So Serious?,Underground Rap,Energized,spotify:track:4cwwEwkAxz2eAhnUlUtvZi
Vakabon,Underground Rap,Energized,spotify:track:6yyHMA86QFLAFdtyiGFWkS
Horror Story,Underground Rap,Calm,spotify:track:79t9uthrcUG2oArWibSYlG
Spar (feat. 6LACK & Kodak Black),Underground Rap,Energized,spotify:track:24lORMRGMv9sXpZJdN1PVm
Backseat Freestyle,Underground Rap,Energized,spotify:track:6fAyRZ0GHuuvSOEIOwi58N
A Milli,Underground Rap,Energized,spotify:track:6ScJMrlpiLfZUGtWp4QIVt
Today - Intro,Underground Rap,Energized,spotify:track:2Yp9qysxGcSZocXOiv3hYs
Wop,Underground Rap,Calm,spotify:track:7m9FDvesZXtd4sm8Q2pDRx
TRRST,Underground Rap,Calm,spotify:track:4A0YuzcYuEEP8A3oEZTddL
"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",Underground Rap,Energized,spotify:track:10nbIPV2SRLqEjIpvS8CVb
Breathe,Underground Rap,Calm,spotify:track:3nl9QUuOHqDwFuqavpC7EB
Never Let Me Down,Underground Rap,Happy,spotify:track:34j4OxJxKznBs88cjSL2j9
For Real,Underground Rap,Energized,spotify:track:3tcoEYOZUHKB3RKNByIN13
Madman,Underground Rap,Energized,spotify:track:7tEfdhVoIUueORVuyFvgpO
Bodybag ft. cold hart,Underground Rap,Calm,spotify:track:4WyOyZWBbSiOJoNnesxNzp
Middle of the Mall,Underground Rap,Energized,spotify:track:3uoImjIBJCChO7yUkvwSsT
Not The One,Underground Rap,Calm,spotify:track:0pCfUWRYAjj2WoaRlr3wuE
Love Scars,Underground Rap,Energized,spotify:track:0AICBlLzFCTpUqmAbtzB2z
Kronol,Underground Rap,Calm,spotify:track:2dcXImi4xs8UyEGvpEuYrV
Manipulation,Underground Rap,Calm,spotify:track:1IjUBEAFTshXL1FxEb4DQs
HAHA,Underground Rap,Energized,spotify:track:18Gcl5bxdd8bpBhWOj1rCR
Devil Town,Underground Rap,Happy,spotify:track:5BJVxZaNRrqjHwYpGcH3Yq
FallenLeaves,Underground Rap,Calm,spotify:track:1yt2ThVogskpgYVjxBP50g
Time,Underground Rap,Happy,spotify:track:7kbvKiWX5pgBeUCN65ZqVg
Suppressor,Underground Rap,Energized,spotify:track:6SutdaHPG0rb1Ar8e2LuqC
I Got the Call,Underground Rap,Calm,spotify:track:6Nz7mSI4w8s3o0eMyuokhw
The Heist - 20th Anniversary Remastered Edition,Underground Rap,Energized,spotify:track:4ztgvMG1fh9lQSHZDIzgHi
Technicolor,Underground Rap,Energized,spotify:track:4hZq0TvfZZ8nyX7XSVYpdL
Where's Your God?,Underground Rap,Calm,spotify:track:3AvqLp5XsnkDePU7apBW0x
Drop Out of School,Underground Rap,Energized,spotify:track:2aL5oq0yB2nbPCFByES0PS
Bottles To The Ground,Underground Rap,Happy,spotify:track:1iOLh9cRVHRzl8T1u5fyxF
